file,date,time,location,zip code,subspecies,health,pollen_carrying,caste
041_066.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_072.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_073.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_067.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_059.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_071.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_065.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_064.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_070.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_058.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_074.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_060.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_048.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_049.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_061.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_075.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_063.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_076.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_062.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_039.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_005.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_011.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_010.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_004.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_038.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_012.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_006.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_007.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_017.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_003.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_002.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_016.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_000.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_014.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_028.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_029.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_015.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_001.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_018.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_024.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_030.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_031.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_025.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_019.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_033.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_027.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_026.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_032.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_036.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_022.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_023.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_037.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_021.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_035.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_008.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_034.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_020.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_047.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_053.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_052.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_046.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_050.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_044.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_045.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_051.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_055.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_041.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_069.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_068.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_040.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_042.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_056.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_057.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
041_043.png,8/28/18,16:07,"Alvin, TX, USA",77511,-1,hive being robbed,FALSE,worker
017_029.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_015.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_001.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_000.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_014.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_028.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_002.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_016.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_017.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_003.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_007.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_012.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_006.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_010.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_004.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_038.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,TRUE,worker
017_039.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_005.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_011.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_076.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_062.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_089.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_102.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_116.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_117.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_088.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_063.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_077.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_049.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_061.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_075.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_129.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_115.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_101.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_100.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_114.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_128.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_074.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_060.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_048.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_064.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_070.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_058.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_110.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_104.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_105.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_111.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_059.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_071.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_073.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_067.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_098.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_107.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_113.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_106.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_099.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_066.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_072.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_057.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_043.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_094.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_123.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_122.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_081.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_095.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_042.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_056.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_068.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_054.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_083.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_097.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_108.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_120.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_121.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_109.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_096.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_082.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_055.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_041.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_069.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_045.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_051.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_079.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_086.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_092.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_131.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_125.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_119.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_118.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_124.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_093.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_087.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_078.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_050.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_044.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_052.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_046.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_091.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_085.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_126.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_132.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_127.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_084.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_090.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_047.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_053.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_008.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_034.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_020.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_021.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_035.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_009.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_023.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_037.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_036.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_022.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_026.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_032.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_033.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_027.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_025.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_019.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_018.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
017_030.png,8/6/18,13:21,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_169.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_141.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_155.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_182.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_196.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_009.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_035.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_021.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_237.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_223.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_222.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_236.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_020.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_034.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_197.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_183.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_154.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_156.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_195.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_181.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_036.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
003_208.png,7/2/18,13:57,"Saratoga, CA, USA",95070,Italian honey bee,healthy,FALSE,worker
